post_id	date	message	num_likes	num_angry	num_shares
398845206932703_1605083902975488	2020-02-15T00:24:02+0000	"andreia de jesus da licao pra paulo guedes."	1900	0	380
398845206932703_1604850392998839	2020-02-14T19:12:09+0000	"todo apoio aos petroleiros!"	6103	6	2196
398845206932703_1604609526356259	2020-02-14T14:30:30+0000	"a voz da especialista em vez da fundamentalista."	694	1	139
398845206932703_1603826639767881	2020-02-13T19:07:45+0000	"alerta importante dos petroleiros em greve!"	7601	21	6415
398845206932703_1603701899780355	2020-02-13T16:27:25+0000	"capanga da milicia. por paulo kalvo."	9738	66	4345
398845206932703_804408063389912	2020-02-13T11:17:13+0000	"#cafecomboulos conversa sobre coronavirus com meu pai, o infetologista marcos boulos."	544	2	79
398845206932703_1602907793193099	2020-02-12T21:05:52+0000	"sergio moro e capanga da milicia. estamos com glauber braga!"	9687	51	4231
398845206932703_1602869689863576	2020-02-12T20:03:31+0000	"amanha, ao vivo, as 10hs! #cafecomboulos"	364	0	21
398845206932703_1602633589887186	2020-02-12T14:49:59+0000	"era so marketing."	569	188	289
398845206932703_1601916429958902	2020-02-11T20:57:51+0000	"garcia marquez, camus e padura censurados pelo governo doria."	1152	1945	1458
398845206932703_1601718239978721	2020-02-11T16:26:14+0000	"entendeu?"	11896	594	10914
398845206932703_1601624866654725	2020-02-11T14:51:19+0000	"ajude as familias atingidas pelas chuvas em sao paulo. campanha do mtst."	442	0	156
398845206932703_1600953833388495	2020-02-10T20:54:41+0000	"sao paulo, 10/2/2020. retrato de um modelo de desenvolvimento urbano insustentavel e do descaso nas politicas publicas de prevencao a enchentes. parques lineares, mais piscinoes e sobretudo microreservatorios (como previsto no plano diretor) seriam capazes de reter e drenar a agua, evitando enchentes dos rios e corregos da cidade. obras simples de drenagem e contencao de encostas seriam suficientes para evitar deslizamentos. mas o que vimos foi reducao de gastos da prefeitura, do estado e da uniao nos ultimos 3 anos. em 2017 e 18 apenas 35% do orcamento municipal previsto para evitar enchentes foi gasto. em 2019, menos da metade. nao adianta botar a culpa na chuva. mais do que natural, o problema e politico."	3997	75	1143
398845206932703_222301978806113	2020-02-10T17:13:51+0000	"sao paulo debaixo d'agua  #cafecomboulosexpresso"	2115	19	389
398845206932703_1600783630072182	2020-02-10T16:47:25+0000	"cortes na prevencao a enchentes em 2017/18."	782	190	229
398845206932703_1600661906751021	2020-02-10T14:21:11+0000	"chuva e descaso em sp."	3166	286	1728
398845206932703_1600086736808538	2020-02-09T21:09:29+0000	"onde o capitalismo deu certo? #cafecomboulos"	7732	535	4972
398845206932703_1599822740168271	2020-02-09T15:44:59+0000	"muito estranho..."	6424	34	1696
398845206932703_1599147256902486	2020-02-08T20:59:07+0000	"meu shopping, minha vida."	1990	721	870
398845206932703_1598928820257663	2020-02-08T15:42:31+0000	"com frei betto em havana. "	5533	2	149
398845206932703_1598307500319795	2020-02-07T23:37:01+0000	"depois dizem que o invasor sou eu..."	6431	1448	3503
398845206932703_1598283680322177	2020-02-07T22:56:26+0000	"cinismo sem limites."	8939	1585	7877
398845206932703_1597222320428313	2020-02-06T21:46:15+0000	"estamos com padre julio lancelotti. @crisvector"	3273	1	575
398845206932703_1597047427112469	2020-02-06T17:26:18+0000	"\"pequenas obras de drenagem (simples canaletas e escadas d'agua basicamente) associadas a obras de contencao de encostas nas favelas, como passo inicial para a urbanizacao completa dos bairros populares, tem a capacidade de elevar significativamente o nivel de seguranca, equiparando-o ao que prevalece no restante da cidade\". | artigo necessario do urbanista celso carvalho."	943	12	320
398845206932703_1596861557131056	2020-02-06T13:40:30+0000	"quem sao os verdadeiros invasores? #cafecomboulos"	11763	261	13052
398845206932703_1596277737189438	2020-02-05T21:27:31+0000	"poema emocionante de uma cubana em reuniao do comite de defesa da revolucao numa comunidade de havana. "	1132	7	183
398845206932703_1596253300525215	2020-02-05T20:51:34+0000	"quem trata o sofrimento humano como despesa nao pode governar uma nacao."	5260	2410	2643
398845206932703_1595823860568159	2020-02-05T12:04:29+0000	"berlim contra a especulacao imobiliaria. exemplo de como sao paulo e o brasil poderiam garantir o direito a moradia e combater a desigualdade urbana."	4011	3	1011
398845206932703_1595387873945091	2020-02-05T00:09:42+0000	"resposta aos bolsominions."	8372	577	5767
398845206932703_1595337500616795	2020-02-04T22:55:12+0000	"todo apoio ao padre julio lancelotti. basta de violencia contra o povo de rua."	3683	983	3266
398845206932703_1595153483968530	2020-02-04T18:17:17+0000	"de tanto gritarem \"vai pra cuba\", resolvi vir. "	26438	25	1720
398845206932703_1594917703992108	2020-02-04T13:19:18+0000	"sabe aquela historia da raposa e do galinheiro?"	539	146	292
398845206932703_1594041367413075	2020-02-03T14:48:56+0000	"excelente iniciativa do instituto marielle franco."	1655	7	250
398845206932703_1593815700768975	2020-02-03T10:55:11+0000	"moro se firma como advogado geral da milicia."	3955	2384	2931
398845206932703_1593468170803728	2020-02-03T00:15:03+0000	"um socialista no coracao do imperio. estamos com bernie sanders!"	8980	6	1874
398845206932703_1593386920811853	2020-02-02T21:59:15+0000	"desfazendo as fake news sobre o mtst."	2169	10	894
398845206932703_1593068424177036	2020-02-02T14:30:25+0000	"hoje minha pequena sofia completa 10 anos. aquele bebezinho virou uma menina sensivel e carinhosa. me lembro da primeira vez que ela viu uma pessoa morando na rua e me perguntou \"por que, pai?\". respondi que ele nao tinha casa pra morar. alguns dias depois, numa noite de chuva, ela me chamou chorando para dizer que \"aquele homem deve estar todo molhado\". choramos juntos. foi quando a levei pra conhecer uma ocupacao do mtst. desde entao, todo ano ela reune roupas e brinquedos pra levar pras ocupacoes. meu bebe virou uma linda menina, que sera uma grande mulher. parabens, filha! "	13346	4	490
398845206932703_1591560300994515	2020-01-31T23:15:02+0000	"vergonha! por @crisvector"	1360	471	554
398845206932703_1591483597668852	2020-01-31T21:09:10+0000	"que honra ter a solidariedade de nora cortinas."	576	3	58
398845206932703_1591362284347650	2020-01-31T17:51:19+0000	"depois dizem que o mtst que \"cobra aluguel\" das pessoas..."	2135	988	3070
398845206932703_1590405611109984	2020-01-30T17:30:33+0000	"precisa?"	5259	123	1809
398845206932703_1590293631121182	2020-01-30T15:04:03+0000	"denuncia sem moral."	1800	57	437
398845206932703_1590226427794569	2020-01-30T13:41:42+0000	"a nova farsa do triplex. nao vao nos intimidar!"	1778	244	478
398845206932703_1590120351138510	2020-01-30T11:22:05+0000	"orgulho do trabalho da minha mae no combate a violencia sexual."	8174	0	840
398845206932703_1589800721170473	2020-01-30T01:53:03+0000	"erundina com boulos.  uma honra receber pra jantar a melhor prefeita que sao paulo ja teve."	5048	5	133
398845206932703_1589513711199174	2020-01-29T18:16:53+0000	"nao vao nos intimidar!"	9885	347	1918
398845206932703_1589335171217028	2020-01-29T14:31:04+0000	"venha fazer parte desta construcao! reuniao aberta dia 13/2 na tapera. participe!"	194	1	24
398845206932703_1588555604628318	2020-01-28T17:17:57+0000	"o que a esquerda precisa aprender com as igrejas evangelicas?"	1554	18	295
398845206932703_1588501827967029	2020-01-28T16:14:53+0000	"mais uma do weintraub."	3711	97	992
398845206932703_1588428271307718	2020-01-28T14:53:00+0000	"verdades urbanas. arte: @mundano_sp"	5225	0	1418
398845206932703_1588348987982313	2020-01-28T13:13:17+0000	"marielle vive! "	3666	14	388
398845206932703_1587744514709427	2020-01-27T20:31:49+0000	"escandaloso!"	8471	2162	5988
398845206932703_1587619228055289	2020-01-27T17:42:24+0000	"submissao vergonhosa."	1072	19	232
398845206932703_1587010671449478	2020-01-27T01:41:37+0000	"sao paulo, cidade da desigualdade."	1440	3	290
398845206932703_1586918581458687	2020-01-26T23:07:23+0000	"novidade para revolucionar a camara de sp!"	3593	1	572
398845206932703_1586888928128319	2020-01-26T22:13:28+0000	"valeu @crisvector!"	2018	2	25
398845206932703_1586818228135389	2020-01-26T20:15:44+0000	"fim de domingo em reuniao com moradores no capao redondo. pe no barro, fe na luta!"	1326	0	51
398845206932703_1586746614809217	2020-01-26T18:20:56+0000	"domingo em paraisopolis."	3044	0	141
398845206932703_1585857588231453	2020-01-25T18:53:33+0000	"185 anos da revolta dos males. paulo kalvo"	1029	1	123
398845206932703_1585047474979131	2020-01-24T22:03:35+0000	"chega de ataque aos povos indigenas!"	3291	12	581
398845206932703_1584778631672682	2020-01-24T16:12:52+0000	"quando o tse vai investigar as doacoes ilegais do veio da havan para bolsonaro?"	5293	17	2205
398845206932703_1584724061678139	2020-01-24T15:14:17+0000	"agora entrevista com guilherme boulos #aovivo na radio metropole. assista!  https://www.youtube.com/watch?v=yye06pqkuc8"	116	0	12
398845206932703_1584655008351711	2020-01-24T13:44:03+0000	"na bahia, com caetano, paula e capile."	3387	4	66
398845206932703_1583659448451267	2020-01-23T12:08:27+0000	"hoje em salvador!"	552	0	31
398845206932703_1583115128505699	2020-01-22T21:03:25+0000	"meritocracia brasileira."	1517	242	1078
398845206932703_1582788961871649	2020-01-22T13:32:10+0000	"excelente clipe manifesto do chico salem."	6388	29	5466
398845206932703_1582694611881084	2020-01-22T11:28:40+0000	"que se investigue a relacao do ministro com desmatadores e o desmonte da fiscalizacao."	1033	3	361
398845206932703_1582065481943997	2020-01-21T18:24:51+0000	"grande henrique vieira! parabens mais uma vez a mangueira!"	3167	14	497
398845206932703_1581978595286019	2020-01-21T16:46:30+0000	"acusacao: fazer jornalismo."	4258	762	1285
398845206932703_1581269765356902	2020-01-20T22:10:01+0000	"retrato do capitalismo mundial."	1301	290	700
398845206932703_1580397575444121	2020-01-19T23:51:35+0000	"encontro para planejar as lutas de 2020 do mtst."	1549	1	73
398845206932703_1580055682144977	2020-01-19T14:58:59+0000	"nesta quinta em salvador, na casa da midia ninja."	657	3	71
398845206932703_1579063695577509	2020-01-18T14:20:24+0000	"muita casa sem gente. muita gente sem casa."	5488	62	1786
398845206932703_1578463155637563	2020-01-17T22:57:51+0000	"sim, a democracia brasileira esta em risco."	6231	134	2440
398845206932703_1578413765642502	2020-01-17T21:54:46+0000	"ele so expressou o sentimento do chefe."	5977	10	1598
398845206932703_1578381612312384	2020-01-17T21:04:23+0000	"wajngarten tem que ser demitido e processado. e a raposa cuidando do galinheiro."	1953	467	1565
398845206932703_1578163372334208	2020-01-17T15:49:46+0000	"a relacao historica brasil/cuba e maior que bolsonaro."	290	0	34
398845206932703_1578029759014236	2020-01-17T13:17:47+0000	"apologia ao nazismo."	5028	406	1340
398845206932703_1577533365730542	2020-01-17T01:21:57+0000	"inaceitavel a violencia da pm de sao paulo no ato contra o aumento da tarifa de transporte. agressoes gratuitas, contra mulheres e prisoes arbitrarias."	1664	1854	654
398845206932703_1577204422430103	2020-01-16T17:55:09+0000	"carta branca pro desmatamento."	1462	1252	1848
398845206932703_1577056209111591	2020-01-16T15:27:30+0000	"vitoria da cultura e da democracia! marighella vai estrear nos cinemas dia 14 de maio. e vai ter exibicao do filme nas ocupacoes do mtst. parabens, wagner moura e toda a equipe!"	10390	11	3559
398845206932703_1575966089220603	2020-01-15T16:26:46+0000	"moralismo hipocrita."	5434	119	1993
398845206932703_1575207422629803	2020-01-15T00:08:13+0000	"hoje completam 20 anos do primeiro mundial conquistado pelo timao. vai corinthians!"	2478	14	134
398845206932703_1574973732653172	2020-01-14T18:49:56+0000	"1 ano e 10 meses. quem mandou matar marielle?"	5780	102	818
398845206932703_1574917082658837	2020-01-14T17:38:23+0000	"wagner moura denuncia censura."	2843	94	793
398845206932703_1574873709329841	2020-01-14T16:44:56+0000	"entrevista com jussara, debora e tuca, da chapa coletiva de mulheres sem-teto."	490	0	82
398845206932703_1574040792746466	2020-01-13T22:36:58+0000	"mujica observador... "	2671	4	288
398845206932703_1573868052763740	2020-01-13T18:47:28+0000	"canalhice sem limites."	1639	3401	1586
398845206932703_1573673829449829	2020-01-13T15:06:06+0000	"vitoria importante!"	9676	2	2215
398845206932703_1572929312857614	2020-01-12T22:22:47+0000	"o bobo da corte bolsonarista."	6842	49	2308
398845206932703_1572722866211592	2020-01-12T18:35:30+0000	"menos odio, mais moradia. "	8003	1	2771
398845206932703_1571475889669623	2020-01-11T16:41:23+0000	"forca aos trabalhadores da casa da moeda!"	4052	21	1388
398845206932703_1570451209772091	2020-01-10T20:14:33+0000	"excelente entrevista do marco antonio rocha. e enquanto a industria morre, a fiesp de skaf lambe as botas de bolsonaro."	869	78	622
398845206932703_1570414973109048	2020-01-10T19:32:07+0000	"a internet nao perdoa... "	1711	3	192
398845206932703_1570307373119808	2020-01-10T17:21:28+0000	"vergonha nacional!  por @crisvector"	2419	114	736
398845206932703_1570008959816316	2020-01-10T12:23:55+0000	"legitima defesa imaginaria..."	940	1192	787
398845206932703_1569039503246595	2020-01-09T14:58:08+0000	"senhor da guerra e da morte. paulo kalvo"	2222	275	792
398845206932703_1568223486661530	2020-01-08T22:33:44+0000	"censura!"	9604	107	2575
398845206932703_1567978386686040	2020-01-08T17:13:34+0000	"mais livros, menos armas."	2588	5	724
398845206932703_1567235523426993	2020-01-08T01:27:26+0000	"ira ou eua: quem e uma ameaca para a humanidade? - segundo video do professor marcelo buzeto."	1564	7	591
398845206932703_1567066790110533	2020-01-07T21:35:12+0000	"dia historico na espanha com a vitoria da alianca do psoe com unidas podemos. pablo iglesias tornou-se vice-presidente. #sisepuede"	1790	4	89
398845206932703_1566986303451915	2020-01-07T19:44:11+0000	"sofia e lampiao."	3940	1	32
398845206932703_1566787740138438	2020-01-07T15:45:58+0000	"2020 vai ter a chapa coletiva de mulheres sem-teto para ocupar a camara de sao paulo.  seja parte desta novidade! preencha o formulario:  https://docs.google.com/forms/d/e/1faipqlscpzazf_p7wfkxgrslpfgtql4uyzczhhrejpbwrfarn-hmgjq/viewform"	1156	3	205
398845206932703_1565850296898849	2020-01-06T18:49:14+0000	"a indiferenca mata."	6487	1215	5704
398845206932703_1565558543594691	2020-01-06T14:15:58+0000	"a experiencia fracassada da privatizacao ja levou centenas de cidades, de diversos paises, a rever as concessoes e a promover um processo de reestatizacao."	1265	263	959
398845206932703_1564971266986752	2020-01-06T00:57:57+0000	"vamos!"	4081	1	241
398845206932703_1563466580470554	2020-01-04T16:57:36+0000	"esse terrorista de extrema-direita continua impune. ser atacado por covardes como ele e um elogio."	1408	421	253
398845206932703_1563415923808953	2020-01-04T16:03:36+0000	"professor marcelo buzeto explica o ataque dos eua ao ira. imperdivel!"	5848	12	3476
398845206932703_1562494020567810	2020-01-03T19:10:59+0000	"o dia em que encontrei meu sosia no piaui. "	7285	15	1520
398845206932703_1562436313906914	2020-01-03T18:11:08+0000	"vidas por votos."	4094	409	948
398845206932703_1560968274053718	2020-01-02T12:30:14+0000	"#tbt aquele abraco pra comecar bem 2020."	2530	4	98
398845206932703_1560070437476835	2020-01-01T15:45:46+0000	"comecou 2020. que seja um ano de retomada das lutas!"	3841	10	710
398845206932703_1556519354498610	2019-12-29T19:14:59+0000	"tirando o peso de 2019. pronto pra encarar 2020!"	15779	4	135
398845206932703_1555140481303164	2019-12-28T13:29:29+0000	"#cafecomboulos retrospectiva: 2019 em 5 fatos."	4696	44	4091
398845206932703_1552321691585043	2019-12-25T22:19:19+0000	"presente de natal de bolsonaro aos milicianos."	2815	945	2540
398845206932703_2708123215945430	2019-12-25T16:41:24+0000	"como conversar com seu tio bolsominion nas festas de fim de ano? dialogo com christian dunker."	1772	10	386
398845206932703_1550706871746525	2019-12-24T14:39:28+0000	"reflexao de natal: e se jesus nascesse hoje no  brasil?"	1662	5	507
398845206932703_1548938915256654	2019-12-22T23:22:33+0000	"natal sem hipocrisia #cafecomboulos e se jesus nascesse hoje no brasil?"	4123	41	4674
398845206932703_1547453192071893	2019-12-21T15:39:21+0000	"a vida tratada como lixo. o sem-teto foi deixado na calcada, aparentemente, por segurancas do proprio hospital no rio."	698	692	817
398845206932703_1547404142076798	2019-12-21T14:43:43+0000	"bela entrevista da luiza erundina, que teve paulo freire como secretario da educacao."	2552	0	856
398845206932703_1546442308839648	2019-12-20T18:18:43+0000	"por que?"	10483	244	7111
398845206932703_1545761545574391	2019-12-20T03:57:22+0000	"a humilhacao aos familiares de presos demonstra uma perversidade sem limites."	681	457	420
398845206932703_1249983068532222	2019-12-19T20:29:31+0000	"#cafecomboulos como conversar com seu tio bolsominion nas festas de fim de ano? com christian dunker."	2218	11	648
398845206932703_1545396382277574	2019-12-19T20:05:51+0000	"comeca ao vivo em 5 minutos! assista! #cafecomboulos"	200	0	15
398845206932703_1545204655630080	2019-12-19T16:14:05+0000	"quer ajudar a chapa coletiva de mulheres sem-teto em sao paulo?  preencha o formulario: bit.ly/mulheressemteto"	356	0	37
398845206932703_1544964668987412	2019-12-19T11:40:53+0000	"e hoje, as 17hs, ao vivo!"	1253	0	184
398845206932703_1543017115848834	2019-12-17T16:13:22+0000	"nesta quinta, ao vivo, com christian dunker! #cafecomboulos"	1846	4	350
398845206932703_1541110889372790	2019-12-15T22:47:59+0000	"chapa coletiva de mulheres sem-teto para ocupar a camara de sao paulo. venha participar dessa construcao!  comunicacao mtst"	786	3	213
398845206932703_1539950819488797	2019-12-14T22:15:28+0000	"\"maes solteiras, defensoras do direito a moradia e negras: chapa coletiva em sp e um contraponto ao projeto neoliberal em curso\"."	1474	1	285
398845206932703_1537698623047350	2019-12-12T22:28:33+0000	"marcha do mtst ao palacio dos bandeirantes para cobrar moradia de doria.  comunicacao mtst"	1182	1	115
398845206932703_1537546043062608	2019-12-12T18:51:52+0000	"mtst rumo ao palacio dos bandeirantes para garantir os direitos do povo!"	384	0	67
398845206932703_1537488663068346	2019-12-12T17:22:53+0000	"#cafecomboulos destruicao camuflada do sus?"	4313	115	6091
398845206932703_1536718266478719	2019-12-12T01:07:51+0000	"noite linda no teatro oficina! apresentada a chapa coletiva de mulheres sem-teto para ocupar a politica em sao paulo. parabens, debora, jussara e tuca!  midia ninja."	567	1	45
398845206932703_1536659103151302	2019-12-11T23:36:00+0000	"esta acontecendo agora o evento mulheres sem teto ocupando a politica, no teatro oficina!"	163	0	29
398845206932703_1536619943155218	2019-12-11T22:32:16+0000	"hoje e a apresentacao da chapa coletiva de mulheres sem-teto que vai ocupar a camara de sao paulo em 2020. vamos sem medo!"	1291	1	90
398845206932703_1534852376665308	2019-12-10T09:29:14+0000	"amanha tem ato com elas no teatro oficina!  \"nos sentimos carente de representacao politica, entao decidimos ser a nossa propria representacao\"."	4514	1	2101
398845206932703_1532150660268813	2019-12-07T21:40:52+0000	"barbarie!"	2215	690	1090
398845206932703_1531917560292123	2019-12-07T17:04:19+0000	"encontro de fim de ano e planejamento das lutas de 2020 do mtst. vamos sem medo!"	640	1	43
398845206932703_1531208857029660	2019-12-07T00:47:46+0000	"parabens ao corinthians pelo gesto. justica pelos 9 assassinados de paraisopolis!"	7441	4	2797
398845206932703_1531189457031600	2019-12-07T00:15:26+0000	"recebi hoje esse presente do @crisvector no encontro dos @designativista na nave ninja. obrigado!"	976	1	32
398845206932703_1530830040400875	2019-12-06T15:58:45+0000	"relato revoltante de acao policial na zona leste de sao paulo."	1664	1200	2328
398845206932703_1529884380495441	2019-12-05T19:28:13+0000	"#cafecomboulos  por que o preco da carne subiu tanto?"	8710	356	8041
398845206932703_1527411517409394	2019-12-03T14:34:53+0000	"os ventos da america latina vao chegar no brasil. entrevista para o nocaute - blog do fernando morais."	944	7	195
398845206932703_1527340410749838	2019-12-03T14:51:07+0000	"vidas ceifadas pela covardia."	700	169	350
398845206932703_1527251130758766	2019-12-03T13:18:02+0000	"novas ocupacoes do mtst. quem disse que nao tem luta?   neste fim de semana o mtst realizou ocupacoes em planaltina (df) e aracaju (se). a luta por moradia digna nao para com intimidacoes e ameacas. o que a vida quer da gente e coragem. parabens aos guerreiros!"	886	7	75
398845206932703_1526123994204813	2019-12-02T12:45:08+0000	"diplomacia da minhoca."	3131	32	884
398845206932703_1525552414261971	2019-12-01T22:57:57+0000	"#cafecomboulos dialogos com boaventura de sousa santos sobre as revoltas na america latina, a geringonca portuguesa e a renovacao da esquerda."	1366	8	450
398845206932703_1525224954294717	2019-12-01T16:10:21+0000	"\"nao ha duvidas da indole autoritaria de bolsonaro, mas o fato de paulo guedes, o representante \"liberal\" do governo, ter falado sobre um novo ai-5 parece ter chocado alguns. nao deveria. a historia do liberalismo a brasileira e ligada a escravidao e regada a sangue\". | coluna na cartacapital."	1373	198	702
398845206932703_1524384977712048	2019-11-30T22:16:56+0000	"hoje e dia da solidariedade internacional ao povo palestino. lembranca  da visita em 2018 ao vilarejo de al fasayil, na cisjordania, para conhecer a experiencia de reconstrucao de casas com barro apos despejos ilegais do exercito israelense. foto com a guerreira jamilat jarouawn e sua filha."	2711	4	129
398845206932703_1521975911286288	2019-11-28T18:55:26+0000	"boa conversa hoje com o amigo e um dos maiores escritores do brasil fernando morais. em breve no nocaute - blog do fernando morais."	753	1	24
398845206932703_1521907234626489	2019-11-28T16:57:51+0000	"canalhice sem pudores."	3092	961	1660
398845206932703_1521045254712687	2019-11-27T19:15:35+0000	"#cafecomboulos o mapa da desigualdade em sao paulo | o novo partido da milicia."	1004	2	316
